F_Left,F_Right,B_Left,B_Right,BR_Left,BR_Right,Label
875,845,377,412,17,18,p2_앞으로숙이기
408,916,231,831,567,478,p3_오른다리꼬기
994,419,859,315,448,380,p4_왼다리꼬기
500,810,420,720,225,613,p5_오른쪽기대기
727,449,658,385,613,242,p6_왼쪽기대기
2,5,3,8,3,2,p0_앉지않음
715,688,590,747,469,526,p1_정자세
892,827,451,438,23,12,p2_앞으로숙이기
285,879,310,852,434,373,p3_오른다리꼬기
918,448,868,330,472,465,p4_왼다리꼬기
546,769,434,660,192,662,p5_오른쪽기대기
734,515,721,491,701,202,p6_왼쪽기대기
1,3,5,0,3,2,p0_앉지않음
719,768,618,678,495,492,p1_정자세
819,916,381,434,5,20,p2_앞으로숙이기
402,903,288,866,541,379,p3_오른다리꼬기
931,304,849,287,432,449,p4_왼다리꼬기
443,801,360,726,190,603,p5_오른쪽기대기
760,422,701,378,668,172,p6_왼쪽기대기
3,5,2,4,0,2,p0_앉지않음
788,839,654,689,428,560,p1_정자세
881,830,461,387,12,17,p2_앞으로숙이기
296,940,247,807,413,480,p3_오른다리꼬기
875,282,825,298,402,403,p4_왼다리꼬기
605,706,433,681,187,674,p5_오른쪽기대기
797,484,638,513,646,251,p6_왼쪽기대기
0,5,10,3,1,2,p0_앉지않음
672,684,633,618,549,518,p1_정자세
860,882,386,361,11,15,p2_앞으로숙이기
297,879,274,934,339,442,p3_오른다리꼬기
969,356,880,304,423,360,p4_왼다리꼬기
510,711,409,675,252,746,p5_오른쪽기대기
760,476,641,473,721,192,p6_왼쪽기대기
0,7,7,0,2,2,p0_앉지않음
696,660,700,629,440,418,p1_정자세
900,874,404,377,12,9,p2_앞으로숙이기
328,815,263,837,474,448,p3_오른다리꼬기
931,417,892,323,450,410,p4_왼다리꼬기
536,833,467,795,154,603,p5_오른쪽기대기
792,513,765,449,615,193,p6_왼쪽기대기
0,1,7,7,2,0,p0_앉지않음
682,638,708,620,456,501,p1_정자세
824,909,363,330,4,14,p2_앞으로숙이기
321,842,359,876,448,504,p3_오른다리꼬기
926,308,808,340,465,456,p4_왼다리꼬기
457,780,412,694,243,623,p5_오른쪽기대기
671,447,749,462,644,184,p6_왼쪽기대기
6,2,5,2,1,1,p0_앉지않음
681,697,661,465,467,484,p1_정자세
910,806,408,474,8,16,p2_앞으로숙이기
309,879,259,820,558,483,p3_오른다리꼬기
944,374,785,319,492,415,p4_왼다리꼬기
548,785,542,679,167,635,p5_오른쪽기대기
821,408,596,454,632,200,p6_왼쪽기대기
7,3,0,11,1,0,p0_앉지않음
755,680,646,674,543,486,p1_정자세
910,764,437,358,21,15,p2_앞으로숙이기
316,926,344,875,408,430,p3_오른다리꼬기
899,347,879,199,463,438,p4_왼다리꼬기
458,712,439,519,178,614,p5_오른쪽기대기
776,459,689,527,689,227,p6_왼쪽기대기
3,6,4,4,2,1,p0_앉지않음
774,691,680,722,541,443,p1_정자세
867,884,444,344,11,19,p2_앞으로숙이기
311,888,378,848,420,414,p3_오른다리꼬기
913,283,840,316,501,476,p4_왼다리꼬기
464,808,435,638,194,707,p5_오른쪽기대기
758,500,781,378,598,151,p6_왼쪽기대기
6,5,9,5,1,2,p0_앉지않음
705,616,785,675,508,524,p1_정자세
878,844,368,429,16,10,p2_앞으로숙이기
420,911,336,905,450,462,p3_오른다리꼬기
932,313,852,306,411,542,p4_왼다리꼬기
429,685,515,735,169,674,p5_오른쪽기대기
823,498,829,363,677,234,p6_왼쪽기대기
7,4,4,6,2,2,p0_앉지않음
752,649,638,602,484,540,p1_정자세
854,954,409,402,15,11,p2_앞으로숙이기
347,945,305,818,412,431,p3_오른다리꼬기
902,409,796,284,455,376,p4_왼다리꼬기
458,716,410,709,195,627,p5_오른쪽기대기
771,586,781,353,673,194,p6_왼쪽기대기
5,3,5,5,1,1,p0_앉지않음
677,711,679,692,480,511,p1_정자세
888,896,397,388,15,9,p2_앞으로숙이기
340,929,332,839,458,417,p3_오른다리꼬기
928,346,838,281,447,432,p4_왼다리꼬기
532,730,529,773,173,652,p5_오른쪽기대기
717,483,800,434,664,216,p6_왼쪽기대기
1,2,1,2,0,2,p0_앉지않음
802,707,579,617,481,459,p1_정자세
884,882,342,436,22,24,p2_앞으로숙이기
493,863,441,835,426,463,p3_오른다리꼬기
876,369,797,288,501,447,p4_왼다리꼬기
507,773,508,617,217,639,p5_오른쪽기대기
758,552,640,399,572,183,p6_왼쪽기대기
8,4,0,3,0,0,p0_앉지않음
719,641,705,646,503,488,p1_정자세
880,881,416,428,13,17,p2_앞으로숙이기
333,900,286,831,422,468,p3_오른다리꼬기
952,408,799,364,437,474,p4_왼다리꼬기
454,757,465,625,218,703,p5_오른쪽기대기
741,568,690,492,561,272,p6_왼쪽기대기
9,4,0,5,0,2,p0_앉지않음
720,652,706,690,539,500,p1_정자세
793,889,386,330,21,25,p2_앞으로숙이기
347,986,304,834,424,515,p3_오른다리꼬기
868,386,827,276,491,434,p4_왼다리꼬기
479,806,529,732,180,629,p5_오른쪽기대기
753,516,650,486,653,148,p6_왼쪽기대기
2,3,4,10,2,1,p0_앉지않음
711,682,666,679,548,499,p1_정자세
915,886,364,510,16,10,p2_앞으로숙이기
432,983,298,829,443,478,p3_오른다리꼬기
951,378,854,374,437,491,p4_왼다리꼬기
485,771,444,697,188,703,p5_오른쪽기대기
713,462,806,498,554,183,p6_왼쪽기대기
0,2,0,4,0,2,p0_앉지않음
618,704,629,725,556,531,p1_정자세
836,929,322,329,14,26,p2_앞으로숙이기
339,892,227,887,488,481,p3_오른다리꼬기
874,314,798,304,406,402,p4_왼다리꼬기
478,725,423,723,202,638,p5_오른쪽기대기
759,450,705,457,589,229,p6_왼쪽기대기
2,5,8,7,2,1,p0_앉지않음
747,733,619,610,417,506,p1_정자세
846,895,417,466,11,20,p2_앞으로숙이기
323,931,227,859,370,439,p3_오른다리꼬기
917,323,807,342,445,430,p4_왼다리꼬기
502,881,507,758,213,656,p5_오른쪽기대기
630,466,675,356,603,140,p6_왼쪽기대기
4,7,8,6,1,0,p0_앉지않음
612,636,605,642,459,513,p1_정자세
840,850,457,340,17,14,p2_앞으로숙이기
333,935,343,812,442,461,p3_오른다리꼬기
889,379,861,391,388,445,p4_왼다리꼬기
454,780,369,717,181,620,p5_오른쪽기대기
677,476,754,448,675,249,p6_왼쪽기대기
5,3,6,3,1,0,p0_앉지않음
746,680,659,598,517,469,p1_정자세
844,885,439,398,6,29,p2_앞으로숙이기
437,928,262,845,428,500,p3_오른다리꼬기
910,310,831,356,514,511,p4_왼다리꼬기
537,737,287,714,199,655,p5_오른쪽기대기
752,433,727,481,677,228,p6_왼쪽기대기
6,3,4,5,2,2,p0_앉지않음
732,803,760,653,346,549,p1_정자세
828,817,380,377,18,7,p2_앞으로숙이기
296,913,331,875,418,410,p3_오른다리꼬기
879,361,909,197,441,396,p4_왼다리꼬기
417,798,477,722,227,630,p5_오른쪽기대기
728,609,687,486,650,144,p6_왼쪽기대기
0,3,8,7,2,1,p0_앉지않음
780,651,660,649,493,553,p1_정자세
821,796,400,380,31,18,p2_앞으로숙이기
329,857,205,808,454,507,p3_오른다리꼬기
944,361,837,313,429,518,p4_왼다리꼬기
490,745,339,690,225,607,p5_오른쪽기대기
712,539,626,502,628,188,p6_왼쪽기대기
1,6,12,7,1,3,p0_앉지않음
684,768,690,502,459,537,p1_정자세
856,809,368,304,14,26,p2_앞으로숙이기
390,987,344,891,528,465,p3_오른다리꼬기
892,401,908,276,421,455,p4_왼다리꼬기
541,789,378,795,180,639,p5_오른쪽기대기
704,634,712,407,684,223,p6_왼쪽기대기
4,7,2,3,0,0,p0_앉지않음
790,782,653,733,493,490,p1_정자세
852,845,389,457,15,18,p2_앞으로숙이기
401,915,251,795,455,443,p3_오른다리꼬기
903,349,953,233,370,463,p4_왼다리꼬기
481,765,479,764,154,627,p5_오른쪽기대기
771,538,809,497,647,173,p6_왼쪽기대기
3,3,6,5,0,1,p0_앉지않음
743,717,678,669,565,509,p1_정자세
834,813,412,277,14,13,p2_앞으로숙이기
281,862,340,859,454,462,p3_오른다리꼬기
903,412,854,227,515,464,p4_왼다리꼬기
470,687,469,694,247,636,p5_오른쪽기대기
708,544,746,458,677,198,p6_왼쪽기대기
5,8,6,4,3,0,p0_앉지않음
802,614,618,647,494,540,p1_정자세
807,860,371,414,14,15,p2_앞으로숙이기
322,879,314,887,426,415,p3_오른다리꼬기
924,348,883,254,378,428,p4_왼다리꼬기
461,746,418,737,191,656,p5_오른쪽기대기
757,509,698,475,618,241,p6_왼쪽기대기
4,1,5,2,2,4,p0_앉지않음
660,716,562,672,464,475,p1_정자세
805,879,450,401,10,22,p2_앞으로숙이기
312,813,322,805,489,434,p3_오른다리꼬기
924,420,801,271,446,511,p4_왼다리꼬기
467,720,473,671,204,587,p5_오른쪽기대기
860,432,683,448,726,160,p6_왼쪽기대기
10,7,6,2,2,1,p0_앉지않음
763,651,644,622,460,529,p1_정자세
871,898,311,453,27,12,p2_앞으로숙이기
444,889,231,837,491,416,p3_오른다리꼬기
875,379,850,329,459,469,p4_왼다리꼬기
478,761,403,764,180,695,p5_오른쪽기대기
738,510,675,399,580,168,p6_왼쪽기대기
4,5,8,3,1,0,p0_앉지않음
724,769,713,685,525,567,p1_정자세
863,875,383,331,11,14,p2_앞으로숙이기
353,977,304,897,432,437,p3_오른다리꼬기
846,312,871,300,487,457,p4_왼다리꼬기
482,857,445,758,187,678,p5_오른쪽기대기
796,510,582,450,699,215,p6_왼쪽기대기
6,0,2,6,2,3,p0_앉지않음
692,720,650,600,409,517,p1_정자세
856,825,319,431,13,17,p2_앞으로숙이기
443,814,265,841,508,384,p3_오른다리꼬기
977,356,846,290,432,491,p4_왼다리꼬기
446,767,430,661,277,666,p5_오른쪽기대기
780,556,628,537,549,176,p6_왼쪽기대기
3,6,5,4,1,1,p0_앉지않음
625,736,684,729,468,527,p1_정자세
838,897,451,410,13,19,p2_앞으로숙이기
382,872,233,838,510,495,p3_오른다리꼬기
855,291,900,243,470,425,p4_왼다리꼬기
580,711,507,709,207,571,p5_오른쪽기대기
639,488,712,393,606,216,p6_왼쪽기대기
6,4,7,1,1,3,p0_앉지않음
703,706,765,580,531,566,p1_정자세
837,884,350,365,16,18,p2_앞으로숙이기
406,962,296,897,436,486,p3_오른다리꼬기
908,372,866,219,405,454,p4_왼다리꼬기
415,791,493,716,166,705,p5_오른쪽기대기
851,507,725,460,671,196,p6_왼쪽기대기
4,7,12,0,1,0,p0_앉지않음
779,670,577,681,569,526,p1_정자세
858,866,470,356,14,12,p2_앞으로숙이기
291,886,355,872,475,455,p3_오른다리꼬기
920,309,837,309,461,462,p4_왼다리꼬기
493,731,607,745,212,640,p5_오른쪽기대기
727,493,714,355,587,180,p6_왼쪽기대기
5,4,9,0,1,3,p0_앉지않음
706,744,752,615,496,489,p1_정자세
771,837,444,427,18,13,p2_앞으로숙이기
317,950,275,861,456,508,p3_오른다리꼬기
938,285,802,328,447,431,p4_왼다리꼬기
550,759,452,738,188,712,p5_오른쪽기대기
710,532,771,381,636,234,p6_왼쪽기대기
8,4,2,7,3,0,p0_앉지않음
639,711,681,635,527,471,p1_정자세
765,833,403,386,9,5,p2_앞으로숙이기
324,935,362,897,417,403,p3_오른다리꼬기
919,381,866,199,415,448,p4_왼다리꼬기
524,788,457,716,202,677,p5_오른쪽기대기
765,503,686,454,669,208,p6_왼쪽기대기
6,9,5,3,2,0,p0_앉지않음
645,716,675,587,484,475,p1_정자세
830,887,435,399,12,8,p2_앞으로숙이기
421,923,264,878,447,438,p3_오른다리꼬기
917,312,836,306,430,476,p4_왼다리꼬기
593,712,366,599,195,623,p5_오른쪽기대기
760,506,619,359,661,204,p6_왼쪽기대기
3,0,6,8,2,1,p0_앉지않음
702,631,702,654,429,487,p1_정자세
868,836,386,338,17,11,p2_앞으로숙이기
242,885,349,834,519,467,p3_오른다리꼬기
913,343,847,286,437,471,p4_왼다리꼬기
453,696,393,802,215,662,p5_오른쪽기대기
697,531,694,460,610,204,p6_왼쪽기대기
3,2,7,0,2,2,p0_앉지않음
656,658,638,664,493,517,p1_정자세
920,829,314,441,23,16,p2_앞으로숙이기
295,895,244,875,395,437,p3_오른다리꼬기
859,356,835,308,450,410,p4_왼다리꼬기
531,747,400,812,214,643,p5_오른쪽기대기
820,592,692,467,610,195,p6_왼쪽기대기
4,5,5,6,2,0,p0_앉지않음
653,672,635,702,453,485,p1_정자세
888,838,423,393,16,13,p2_앞으로숙이기
383,838,281,861,471,509,p3_오른다리꼬기
884,423,823,366,482,413,p4_왼다리꼬기
515,747,481,688,190,704,p5_오른쪽기대기
745,541,688,533,622,181,p6_왼쪽기대기
9,3,9,7,1,0,p0_앉지않음
699,705,708,729,472,532,p1_정자세
880,892,424,302,14,9,p2_앞으로숙이기
339,939,315,895,463,398,p3_오른다리꼬기
799,357,841,251,381,420,p4_왼다리꼬기
490,783,459,780,168,685,p5_오른쪽기대기
752,534,678,503,661,179,p6_왼쪽기대기
4,4,6,1,1,2,p0_앉지않음
701,767,688,649,508,511,p1_정자세
866,776,384,325,21,14,p2_앞으로숙이기
340,935,321,804,447,436,p3_오른다리꼬기
830,315,842,294,390,496,p4_왼다리꼬기
494,751,470,660,213,635,p5_오른쪽기대기
705,528,774,486,686,184,p6_왼쪽기대기
0,9,11,9,1,0,p0_앉지않음
646,615,644,730,494,512,p1_정자세
905,833,501,499,14,12,p2_앞으로숙이기
384,886,242,901,498,456,p3_오른다리꼬기
849,288,854,275,436,490,p4_왼다리꼬기
536,818,400,682,222,667,p5_오른쪽기대기
826,521,792,477,692,190,p6_왼쪽기대기
5,7,9,7,1,3,p0_앉지않음
590,628,684,650,524,502,p1_정자세
872,817,428,449,21,25,p2_앞으로숙이기
362,910,223,828,442,492,p3_오른다리꼬기
875,389,849,291,459,434,p4_왼다리꼬기
478,664,437,676,184,666,p5_오른쪽기대기
782,511,749,478,638,186,p6_왼쪽기대기
5,6,9,8,1,1,p0_앉지않음
733,753,696,646,449,460,p1_정자세
860,863,345,402,18,9,p2_앞으로숙이기
405,884,362,828,408,431,p3_오른다리꼬기
896,330,841,316,443,447,p4_왼다리꼬기
414,769,445,780,171,577,p5_오른쪽기대기
780,517,649,373,711,242,p6_왼쪽기대기
0,3,9,3,1,1,p0_앉지않음
643,614,702,557,509,535,p1_정자세
791,813,460,426,11,21,p2_앞으로숙이기
410,910,254,833,461,442,p3_오른다리꼬기
937,273,790,309,430,424,p4_왼다리꼬기
411,750,447,732,202,644,p5_오른쪽기대기
808,434,726,366,616,163,p6_왼쪽기대기
7,4,4,1,1,1,p0_앉지않음
719,650,716,566,467,567,p1_정자세
832,797,410,376,10,9,p2_앞으로숙이기
488,889,203,909,474,419,p3_오른다리꼬기
862,383,840,203,521,432,p4_왼다리꼬기
574,813,399,751,180,575,p5_오른쪽기대기
728,519,676,434,695,203,p6_왼쪽기대기
2,7,5,0,2,2,p0_앉지않음
701,744,616,666,437,516,p1_정자세
928,810,362,364,15,9,p2_앞으로숙이기
371,933,326,779,489,487,p3_오른다리꼬기
933,368,858,351,526,411,p4_왼다리꼬기
553,745,443,623,191,610,p5_오른쪽기대기
726,445,677,429,653,151,p6_왼쪽기대기
0,6,2,8,2,2,p0_앉지않음
770,684,621,693,520,492,p1_정자세
905,841,401,401,10,15,p2_앞으로숙이기
419,917,301,843,463,479,p3_오른다리꼬기
924,333,862,323,409,456,p4_왼다리꼬기
391,774,483,737,188,662,p5_오른쪽기대기
821,570,698,456,694,154,p6_왼쪽기대기
4,9,7,6,0,1,p0_앉지않음
670,716,609,598,417,548,p1_정자세
834,856,399,346,8,9,p2_앞으로숙이기
313,914,260,919,491,482,p3_오른다리꼬기
895,425,841,298,456,478,p4_왼다리꼬기
531,726,423,731,221,634,p5_오른쪽기대기
670,489,731,540,602,187,p6_왼쪽기대기
3,9,4,2,2,1,p0_앉지않음
638,655,736,669,504,490,p1_정자세
861,861,414,405,19,15,p2_앞으로숙이기
301,875,201,931,484,416,p3_오른다리꼬기
888,318,911,229,454,445,p4_왼다리꼬기
541,744,362,687,170,653,p5_오른쪽기대기
821,413,659,422,634,222,p6_왼쪽기대기
4,6,3,5,2,1,p0_앉지않음
739,702,702,639,515,498,p1_정자세
846,860,426,337,22,5,p2_앞으로숙이기
315,896,320,913,375,429,p3_오른다리꼬기
814,351,860,379,454,491,p4_왼다리꼬기
529,728,379,713,155,701,p5_오른쪽기대기
741,559,675,463,658,198,p6_왼쪽기대기
3,6,2,1,3,2,p0_앉지않음
703,783,636,716,507,459,p1_정자세
923,889,393,436,12,19,p2_앞으로숙이기
230,859,348,840,458,396,p3_오른다리꼬기
973,409,841,279,491,529,p4_왼다리꼬기
547,858,403,659,164,667,p5_오른쪽기대기
758,492,740,511,588,182,p6_왼쪽기대기
7,3,2,8,0,1,p0_앉지않음
716,671,689,621,556,494,p1_정자세
876,879,368,297,16,15,p2_앞으로숙이기
377,890,278,930,391,479,p3_오른다리꼬기
877,333,837,259,472,505,p4_왼다리꼬기
523,755,400,725,264,634,p5_오른쪽기대기
731,471,675,312,666,174,p6_왼쪽기대기
0,7,1,3,3,0,p0_앉지않음
623,713,707,571,516,523,p1_정자세
767,881,443,384,21,20,p2_앞으로숙이기
355,881,251,848,472,437,p3_오른다리꼬기
812,413,857,281,484,510,p4_왼다리꼬기
359,771,378,724,203,675,p5_오른쪽기대기
725,406,677,470,690,164,p6_왼쪽기대기
8,3,6,3,2,2,p0_앉지않음
638,666,659,770,465,581,p1_정자세
930,846,385,365,14,7,p2_앞으로숙이기
346,959,269,840,381,464,p3_오른다리꼬기
910,353,841,285,470,448,p4_왼다리꼬기
515,760,506,733,205,710,p5_오른쪽기대기
771,565,730,357,702,204,p6_왼쪽기대기
4,5,3,5,1,3,p0_앉지않음
694,680,603,663,507,515,p1_정자세
808,785,431,474,9,22,p2_앞으로숙이기
364,899,280,794,489,418,p3_오른다리꼬기
868,399,774,223,449,461,p4_왼다리꼬기
524,734,576,688,193,618,p5_오른쪽기대기
756,530,760,375,640,213,p6_왼쪽기대기
6,5,6,2,3,2,p0_앉지않음
632,646,597,683,448,486,p1_정자세
868,847,412,346,17,11,p2_앞으로숙이기
333,909,305,850,419,438,p3_오른다리꼬기
900,281,831,319,398,496,p4_왼다리꼬기
563,687,517,692,212,630,p5_오른쪽기대기
796,520,659,391,591,205,p6_왼쪽기대기
6,6,4,1,1,3,p0_앉지않음
675,707,596,666,481,541,p1_정자세
880,830,393,372,7,10,p2_앞으로숙이기
359,913,307,837,487,452,p3_오른다리꼬기
928,261,693,314,393,441,p4_왼다리꼬기
484,829,469,708,225,664,p5_오른쪽기대기
727,553,644,466,588,206,p6_왼쪽기대기
5,10,0,3,2,2,p0_앉지않음
709,652,620,712,497,515,p1_정자세
845,802,446,425,26,9,p2_앞으로숙이기
391,847,307,889,367,441,p3_오른다리꼬기
877,314,865,356,444,458,p4_왼다리꼬기
505,750,395,755,208,665,p5_오른쪽기대기
709,477,691,373,582,181,p6_왼쪽기대기
6,3,1,2,1,1,p0_앉지않음
808,752,701,708,460,451,p1_정자세
805,903,372,337,12,13,p2_앞으로숙이기
363,910,258,877,424,443,p3_오른다리꼬기
927,317,827,329,415,434,p4_왼다리꼬기
527,852,480,723,215,607,p5_오른쪽기대기
755,498,716,455,665,190,p6_왼쪽기대기
5,1,4,9,2,1,p0_앉지않음
794,631,594,735,501,490,p1_정자세
802,867,427,345,14,13,p2_앞으로숙이기
362,855,362,886,435,441,p3_오른다리꼬기
894,311,832,286,514,487,p4_왼다리꼬기
546,768,394,697,229,599,p5_오른쪽기대기
781,616,753,520,658,229,p6_왼쪽기대기
2,7,6,5,3,1,p0_앉지않음
690,704,598,661,431,541,p1_정자세
851,829,358,388,18,17,p2_앞으로숙이기
314,866,332,821,452,454,p3_오른다리꼬기
912,392,799,204,427,522,p4_왼다리꼬기
601,841,440,610,129,625,p5_오른쪽기대기
740,565,743,461,614,171,p6_왼쪽기대기
5,7,6,1,2,2,p0_앉지않음
646,660,684,638,563,520,p1_정자세
830,849,403,363,10,18,p2_앞으로숙이기
392,924,375,828,516,413,p3_오른다리꼬기
859,262,832,274,471,459,p4_왼다리꼬기
440,730,431,611,170,619,p5_오른쪽기대기
821,509,733,375,697,239,p6_왼쪽기대기
0,2,6,6,1,1,p0_앉지않음
670,705,709,611,540,468,p1_정자세
816,882,446,442,8,12,p2_앞으로숙이기
391,901,246,868,421,521,p3_오른다리꼬기
961,380,904,303,480,509,p4_왼다리꼬기
512,737,364,695,224,687,p5_오른쪽기대기
775,472,601,425,637,190,p6_왼쪽기대기
6,10,5,4,1,2,p0_앉지않음
658,706,672,660,518,517,p1_정자세
779,875,366,345,9,17,p2_앞으로숙이기
338,832,323,792,455,459,p3_오른다리꼬기
935,439,795,297,438,467,p4_왼다리꼬기
510,732,427,644,229,668,p5_오른쪽기대기
795,484,667,396,664,168,p6_왼쪽기대기
10,1,5,9,2,2,p0_앉지않음
651,630,688,725,482,454,p1_정자세
751,810,394,479,18,16,p2_앞으로숙이기
329,876,370,858,365,423,p3_오른다리꼬기
865,322,872,294,446,502,p4_왼다리꼬기
465,843,416,704,191,654,p5_오른쪽기대기
772,521,662,393,750,185,p6_왼쪽기대기
7,0,4,4,2,0,p0_앉지않음
708,642,666,598,465,489,p1_정자세
807,830,340,308,20,8,p2_앞으로숙이기
341,930,269,816,459,494,p3_오른다리꼬기
853,342,780,280,451,415,p4_왼다리꼬기
477,679,453,752,167,625,p5_오른쪽기대기
775,560,625,441,661,196,p6_왼쪽기대기
0,6,9,5,0,1,p0_앉지않음
788,745,682,667,473,491,p1_정자세
846,871,475,455,7,16,p2_앞으로숙이기
386,924,268,966,398,406,p3_오른다리꼬기
909,455,816,286,493,449,p4_왼다리꼬기
483,778,463,751,238,662,p5_오른쪽기대기
764,510,724,452,649,235,p6_왼쪽기대기
9,0,5,2,1,2,p0_앉지않음
733,694,554,601,535,390,p1_정자세
897,870,465,390,4,17,p2_앞으로숙이기
413,936,266,853,428,417,p3_오른다리꼬기
938,290,814,244,390,455,p4_왼다리꼬기
558,740,374,741,250,624,p5_오른쪽기대기
726,525,781,424,596,218,p6_왼쪽기대기
7,5,3,7,2,1,p0_앉지않음
702,632,684,636,482,498,p1_정자세
851,885,429,392,18,17,p2_앞으로숙이기
328,895,292,870,435,434,p3_오른다리꼬기
978,396,819,328,454,465,p4_왼다리꼬기
506,809,467,696,231,659,p5_오른쪽기대기
756,515,695,450,626,177,p6_왼쪽기대기
2,0,2,4,2,1,p0_앉지않음
582,778,704,672,576,460,p1_정자세
925,811,411,336,15,16,p2_앞으로숙이기
342,928,304,829,427,482,p3_오른다리꼬기
873,395,898,216,495,532,p4_왼다리꼬기
512,779,501,686,205,597,p5_오른쪽기대기
756,524,725,503,619,184,p6_왼쪽기대기
10,4,5,4,1,3,p0_앉지않음
673,643,627,549,473,461,p1_정자세
874,823,444,469,18,13,p2_앞으로숙이기
357,839,293,815,477,552,p3_오른다리꼬기
919,250,835,306,453,420,p4_왼다리꼬기
512,687,402,732,169,671,p5_오른쪽기대기
681,588,661,438,663,183,p6_왼쪽기대기
5,6,7,7,1,1,p0_앉지않음
817,747,603,654,486,494,p1_정자세
800,833,490,428,2,21,p2_앞으로숙이기
404,885,335,815,431,509,p3_오른다리꼬기
889,256,847,296,497,450,p4_왼다리꼬기
478,802,456,662,234,657,p5_오른쪽기대기
750,508,646,423,650,194,p6_왼쪽기대기
8,5,7,5,3,2,p0_앉지않음
700,699,602,675,498,479,p1_정자세
894,799,378,451,16,14,p2_앞으로숙이기
362,907,224,836,514,423,p3_오른다리꼬기
887,322,846,270,469,457,p4_왼다리꼬기
538,697,432,688,213,618,p5_오른쪽기대기
795,559,650,425,628,278,p6_왼쪽기대기
3,10,1,2,1,1,p0_앉지않음
686,664,609,707,548,537,p1_정자세
870,853,375,352,16,9,p2_앞으로숙이기
300,946,395,865,494,440,p3_오른다리꼬기
846,380,872,303,440,488,p4_왼다리꼬기
450,711,399,704,167,622,p5_오른쪽기대기
714,486,625,454,699,204,p6_왼쪽기대기
9,9,7,5,2,2,p0_앉지않음
680,605,674,593,461,500,p1_정자세
846,793,408,448,9,21,p2_앞으로숙이기
271,984,279,855,374,447,p3_오른다리꼬기
909,345,827,252,495,451,p4_왼다리꼬기
577,723,428,740,151,601,p5_오른쪽기대기
804,441,609,543,594,205,p6_왼쪽기대기
5,0,4,6,2,2,p0_앉지않음
680,735,615,579,448,441,p1_정자세
890,789,413,386,14,21,p2_앞으로숙이기
328,924,301,843,541,392,p3_오른다리꼬기
951,382,830,381,376,429,p4_왼다리꼬기
439,770,394,721,194,630,p5_오른쪽기대기
769,486,645,590,630,133,p6_왼쪽기대기
2,1,7,5,2,1,p0_앉지않음
686,681,645,691,513,520,p1_정자세
869,885,414,417,20,11,p2_앞으로숙이기
307,852,309,775,468,445,p3_오른다리꼬기
945,316,841,356,505,422,p4_왼다리꼬기
509,764,468,686,238,574,p5_오른쪽기대기
728,522,722,517,697,191,p6_왼쪽기대기
8,2,7,10,3,2,p0_앉지않음
683,623,665,594,468,452,p1_정자세
831,848,413,369,20,13,p2_앞으로숙이기
310,909,398,863,435,388,p3_오른다리꼬기
891,361,834,216,415,508,p4_왼다리꼬기
571,705,483,641,242,659,p5_오른쪽기대기
797,414,733,449,684,227,p6_왼쪽기대기
5,3,7,4,1,1,p0_앉지않음
626,674,705,658,478,532,p1_정자세
816,853,391,438,7,10,p2_앞으로숙이기
268,889,360,829,429,484,p3_오른다리꼬기
942,345,877,246,505,535,p4_왼다리꼬기
526,645,422,730,187,700,p5_오른쪽기대기
779,464,701,405,642,183,p6_왼쪽기대기
8,11,0,0,1,0,p0_앉지않음
702,737,724,660,492,420,p1_정자세
851,852,431,364,12,7,p2_앞으로숙이기
235,855,221,863,429,428,p3_오른다리꼬기
860,188,910,249,433,391,p4_왼다리꼬기
548,757,408,680,250,647,p5_오른쪽기대기
740,452,605,441,663,232,p6_왼쪽기대기
0,1,3,4,1,1,p0_앉지않음
720,654,696,671,487,564,p1_정자세
912,887,249,478,18,25,p2_앞으로숙이기
411,963,343,903,529,458,p3_오른다리꼬기
837,334,865,303,400,384,p4_왼다리꼬기
462,790,529,745,231,646,p5_오른쪽기대기
662,477,687,425,652,213,p6_왼쪽기대기
7,4,0,3,2,3,p0_앉지않음
671,725,664,652,537,473,p1_정자세
826,849,367,425,11,16,p2_앞으로숙이기
344,908,277,836,453,458,p3_오른다리꼬기
899,435,810,296,387,464,p4_왼다리꼬기
444,736,431,714,183,626,p5_오른쪽기대기
821,514,671,437,715,192,p6_왼쪽기대기
2,2,3,3,0,0,p0_앉지않음
658,729,630,639,550,551,p1_정자세
838,824,356,434,13,13,p2_앞으로숙이기
309,869,316,797,489,428,p3_오른다리꼬기
894,283,849,283,447,508,p4_왼다리꼬기
508,710,414,729,238,661,p5_오른쪽기대기
784,530,770,352,676,229,p6_왼쪽기대기
0,2,2,2,1,2,p0_앉지않음
743,754,608,607,552,525,p1_정자세
853,868,398,426,13,16,p2_앞으로숙이기
274,872,266,835,412,428,p3_오른다리꼬기
839,377,846,214,416,463,p4_왼다리꼬기
472,715,446,717,156,672,p5_오른쪽기대기
709,499,698,423,609,191,p6_왼쪽기대기
9,0,10,4,2,0,p0_앉지않음
661,674,597,639,483,574,p1_정자세
803,854,412,346,18,13,p2_앞으로숙이기
225,926,244,808,477,436,p3_오른다리꼬기
936,410,824,339,419,539,p4_왼다리꼬기
465,801,492,715,179,643,p5_오른쪽기대기
642,511,717,456,531,162,p6_왼쪽기대기
2,5,5,4,2,0,p0_앉지않음
730,723,668,640,573,519,p1_정자세
811,859,437,370,20,16,p2_앞으로숙이기
